0	1	32	57	21	51	22	14	12	13	8	11	12	58	27	11	12	24	55	66	27	29	11	41	63	10	76	78	40	12	80	84	83	90	75
0	2	66	87	51	69	66	70	56	42	31	33	73	70	59	28	76	32	83	70	69	47	81	62	69	79	75	90	69	55	7	9	5	13	12
0	3	71	84	52	80	73	45	51	58	39	27	87	88	73	29	88	54	88	78	74	59	87	74	76	94	85	80	69	51	21	20	30	20	22
0	4	73	93	57	87	67	41	44	49	42	49	97	93	65	36	91	63	92	82	76	61	89	76	81	98	93	87	63	42	10	12	16	18	6
0	5	90	83	89	78	83	83	78	88	53	52	77	84	81	51	82	59	82	92	85	75	94	90	94	87	71	79	73	54	13	14	12	5	8
0	6	88	69	81	79	85	85	76	87	65	69	62	64	60	80	46	64	73	83	71	83	42	89	82	49	75	73	78	68	15	8	13	5	8
0	7	70	86	62	75	86	83	74	76	67	67	75	69	93	85	65	77	94	80	91	88	42	68	68	57	75	93	94	85	13	10	8	9	8
0	8	72	74	67	81	81	80	75	74	67	79	73	73	90	82	83	79	92	84	89	83	80	77	87	85	80	89	90	77	9	10	13	11	14
0	9	79	58	85	70	88	89	87	83	78	82	66	65	82	73	26	81	87	73	86	77	45	77	66	46	61	84	90	81	10	9	12	9	8
0	10	87	96	84	94	94	83	83	88	93	82	75	74	82	89	28	85	86	85	90	94	33	84	88	38	90	82	90	96	11	7	5	11	12
0	11	73	61	83	82	93	77	77	86	93	71	90	86	64	80	13	80	92	94	89	90	19	74	62	25	78	77	89	94	7	8	8	12	8
0	12	86	56	82	82	80	66	69	76	80	65	79	73	45	57	31	84	89	86	72	75	10	82	68	28	54	80	72	78	15	6	8	7	11
0	13	89	59	92	79	86	81	76	86	69	75	45	52	59	83	30	63	60	69	70	81	33	87	72	30	62	60	74	76	5	12	13	6	12
0	14	76	85	59	74	81	77	58	72	61	47	73	80	77	73	83	50	81	78	84	61	74	76	93	79	77	77	73	58	9	10	13	11	12
0	15	79	81	78	77	85	82	80	73	50	85	67	69	80	79	78	73	91	90	86	76	81	83	81	85	76	90	83	60	6	13	9	6	11
0	16	73	84	53	83	71	64	62	6	38	34	84	85	66	39	81	47	80	74	80	61	78	76	80	80	83	84	71	63	5	6	4	9	4
0	17	68	81	53	68	60	60	32	39	28	25	77	83	55	25	80	34	76	74	71	42	81	63	78	82	75	74	5	46	7	8	5	11	6
0	18	53	55	47	62	18	10	15	14	18	17	14	70	21	22	10	18	69	63	21	27	9	53	48	10	66	59	51	9	81	76	78	75	80
0	19	86	81	84	83	85	70	79	85	58	79	54	68	80	65	63	79	81	77	84	83	60	84	79	69	8	77	85	71	9	8	7	9	8
0	20	84	74	81	82	79	76	63	82	76	53	66	44	59	66	55	71	83	77	75	72	51	84	92	59	60	76	73	77	10	7	5	14	5
0	21	85	40	79	68	75	71	58	77	74	67	64	66	39	74	20	66	75	60	61	78	21	83	68	24	61	62	57	70	3	5	6	5	3
0	22	76	46	75	70	75	64	65	69	77	51	69	73	23	75	20	64	63	71	69	77	12	76	68	11	68	61	62	76	2	8	5	5	6
0	23	85	64	71	71	70	75	68	61	55	59	37	57	61	42	52	61	68	69	64	51	41	87	69	47	59	68	67	47	7	7	9	6	5
0	24	81	81	81	72	81	79	48	81	57	72	57	58	75	78	78	64	75	75	76	79	70	84	80	78	71	79	75	75	4	5	6	8	8
0	25	69	81	49	67	59	70	41	43	22	24	73	79	53	29	79	35	77	64	62	43	83	72	75	80	78	77	56	31	7	6	10	10	10
0	26	84	67	81	46	74	76	58	76	62	77	49	61	70	69	72	72	62	72	74	79	72	81	76	75	43	58	72	67	7	5	9	1	6
0	27	50	62	52	55	26	15	12	25	14	12	15	67	26	23	23	21	61	69	35	25	23	53	68	25	60	58	63	15	76	69	53	68	76
0	28	70	71	53	74	73	75	45	58	54	65	63	72	75	83	71	34	74	68	76	84	52	77	83	58	73	68	69	66	7	5	14	8	9
0	29	80	38	75	52	80	76	75	77	68	82	50	64	65	75	20	61	69	56	73	79	13	77	71	14	48	68	72	67	7	6	5	7	6
0	30	74	38	74	64	74	65	51	81	60	39	43	48	40	52	14	63	45	62	65	69	15	74	53	17	65	43	49	58	7	1	4	3	4
0	31	60	65	57	56	57	38	38	30	23	38	65	64	24	35	62	28	52	64	49	38	72	65	64	68	57	59	47	29	4	9	2	5	5
0	32	64	75	51	64	46	58	27	38	21	32	62	65	47	41	64	24	63	54	52	60	65	72	65	66	67	63	48	23	6	5	19	7	15
0	33	72	52	69	49	68	45	45	62	42	72	44	55	65	56	34	40	49	65	69	74	48	68	72	56	49	50	67	59	1	2	3	5	6
0	34	52	35	22	66	17	8	6	10	12	9	13	71	12	9	10	12	17	61	13	23	26	44	43	24	55	18	24	12	69	54	51	50	64
0	35	71	57	55	31	65	45	43	56	55	43	47	38	60	63	40	52	53	54	66	72	32	65	66	49	49	42	63	50	1	4	7	4	1
0	36	62	75	43	61	59	37	37	38	42	34	37	61	47	42	52	31	58	68	57	62	64	78	59	66	72	51	48	33	7	2	1	2	9
0	37	78	32	56	30	57	36	45	45	53	47	61	27	31	54	10	48	46	54	43	71	11	74	39	11	62	49	21	44	2	8	4	8	4
0	38	62	33	53	54	62	41	41	53	54	43	54	63	62	55	57	53	39	52	63	66	42	58	64	44	64	41	57	45	8	3	6	5	5
